Country,Demographics Question,Demographics Response,Question,Survey Year,Value
52,Marital status,Never married,... if she refuses to have sex with him,2017,18.45
52,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2017,25.2
53,Marital status,Married or living together,... for at least one specific reason,2012,3.5
53,Marital status,Never married,... for at least one specific reason,2012,3.4
53,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,3.8
53,Marital status,Married or living together,... if she argues with him,2012,0.8
53,Marital status,Never married,... if she argues with him,2012,0.9
53,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,0.9
53,Marital status,Married or living together,... if she burns the food,2012,0.9
53,Marital status,Never married,... if she burns the food,2012,1.3
53,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,1.4
53,Marital status,Married or living together,... if she goes out without telling him,2012,1.2
53,Marital status,Never married,... if she goes out without telling him,2012,1.0
53,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,1.0
53,Marital status,Married or living together,... if she neglects the children,2012,2.2
53,Marital status,Never married,... if she neglects the children,2012,2.3
53,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,2.3
53,Marital status,Married or living together,... if she refuses to have sex with him,2012,0.7
53,Marital status,Never married,... if she refuses to have sex with him,2012,0.6
53,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,0.4
54,Marital status,Married or living together,... for at least one specific reason,2017,11.0
54,Marital status,Never married,... for at least one specific reason,2017,10.5
54,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2017,12.7
54,Marital status,Married or living together,... if she argues with him,2017,2.1
54,Marital status,Never married,... if she argues with him,2017,2.2
54,Marital status,"Widowed, divorced, separated",... if she argues with him,2017,3.1
54,Marital status,Married or living together,... if she burns the food,2017,1.1
54,Marital status,Never married,... if she burns the food,2017,1.7
54,Marital status,"Widowed, divorced, separated",... if she burns the food,2017,1.2
54,Marital status,Married or living together,... if she goes out without telling him,2017,3.7
54,Marital status,Never married,... if she goes out without telling him,2017,2.9
54,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2017,3.0
54,Marital status,Married or living together,... if she neglects the children,2017,8.7
54,Marital status,Never married,... if she neglects the children,2017,8.4
54,Marital status,"Widowed, divorced, separated",... if she neglects the children,2017,9.0
54,Marital status,Married or living together,... if she refuses to have sex with him,2017,1.1
54,Marital status,Never married,... if she refuses to have sex with him,2017,1.7
54,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2017,1.2
55,Marital status,Married or living together,... for at least one specific reason,2014,39.8
55,Marital status,Never married,... for at least one specific reason,2014,42.9
55,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,43.8
55,Marital status,Married or living together,... if she argues with him,2014,19.4
55,Marital status,Never married,... if she argues with him,2014,20.9
55,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,23.6
55,Marital status,Married or living together,... if she burns the food,2014,7.2
55,Marital status,Never married,... if she burns the food,2014,10.0
55,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,13.1
55,Marital status,Married or living together,... if she goes out without telling him,2014,20.5
55,Marital status,Never married,... if she goes out without telling him,2014,23.6
55,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,26.4
55,Marital status,Married or living together,... if she neglects the children,2014,27.8
55,Marital status,Never married,... if she neglects the children,2014,31.0
55,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,31.8
55,Marital status,Married or living together,... if she refuses to have sex with him,2014,23.4
55,Marital status,Never married,... if she refuses to have sex with him,2014,24.3
55,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,29.7
56,Marital status,Married or living together,... for at least one specific reason,2008,19.2
56,Marital status,Never married,... for at least one specific reason,2008,21.1
56,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2008,18.1
56,Marital status,Married or living together,... if she argues with him,2008,7.0
56,Marital status,Never married,... if she argues with him,2008,7.9
56,Marital status,"Widowed, divorced, separated",... if she argues with him,2008,5.5
56,Marital status,Married or living together,... if she burns the food,2008,6.3
56,Marital status,Never married,... if she burns the food,2008,8.0
56,Marital status,"Widowed, divorced, separated",... if she burns the food,2008,3.5
56,Marital status,Married or living together,... if she goes out without telling him,2008,11.2
56,Marital status,Never married,... if she goes out without telling him,2008,7.8
56,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2008,9.7
56,Marital status,Married or living together,... if she neglects the children,2008,11.6
56,Marital status,Never married,... if she neglects the children,2008,12.1
56,Marital status,"Widowed, divorced, separated",... if she neglects the children,2008,11.5
56,Marital status,Married or living together,... if she refuses to have sex with him,2008,6.6
56,Marital status,Never married,... if she refuses to have sex with him,2008,3.9
56,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2008,3.3
57,Marital status,Married or living together,... for at least one specific reason,2017,50.9
57,Marital status,Never married,... for at least one specific reason,2017,36.4
57,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2017,34.5
